route,x,y,lat,long,habitat
F-M,589164.999824581,5563546.292873024,-40.07363342,148.0456936,FF
F-M,589203.7146089807,5563577.929782218,-40.07334433,148.0461432,FF
F-M,589242.4382304321,5563609.565287473,-40.07305525,148.0465929,FF
F-M,589281.111638874,5563641.254478422,-40.07276569,148.047042,FF
F-M,589319.726607751,5563673.0229850095,-40.07247542,148.0474904,FF
F-M,589358.33337282,5563704.791399334,-40.07218515,148.0479387,FF
F-M,589396.9404612237,5563736.559621064,-40.07189488,148.048387,FF
F-M,589435.5732063043,5563768.3062596945,-40.0716048,148.0488356,FF
F-M,589474.2145926706,5563800.034845767,-40.07131488,148.0492843,FO
F-M,589512.8563022693,5563831.763238909,-40.07102496,148.049733,FO
F-M,589551.4983350983,5563863.491439125,-40.07073504,148.0501817,FO
F-M,589587.2768964899,5563898.263852715,-40.070418,148.0505964,FO
F-M,589611.5424092157,5563941.00938611,-40.07003036,148.050875,FO
F-M,589605.9736791179,5563989.447865829,-40.06959461,148.050803,FO
F-M,589579.4509270202,5564031.493060621,-40.06921868,148.0504862,FO
F-M,589542.4490569887,5564065.127329475,-40.06891963,148.0500477,FO
F-M,589505.455372814,5564098.760200243,-40.06862059,148.0496093,FO
F-M,589469.0655482336,5564133.000757496,-40.06831601,148.0491779,FO
F-M,589435.1871550109,5564169.773649655,-40.06798835,148.0487756,FO
F-M,589404.1109648639,5564208.421635023,-40.0676435,148.0484059,FF
F-M,589386.8197956877,5564255.24400543,-40.06722355,148.0481967,FF
F-M,589378.0430918295,5564304.4660140835,-40.06678108,148.048087,FF
F-M,589369.2577466894,5564353.689217329,-40.0663386,148.0479772,FF
F-M,589360.4808030531,5564402.912304383,-40.06589612,148.0478675,FF
F-M,589351.6952049581,5564452.135476061,-40.06545364,148.0477577,FF
F-M,589342.9179954136,5564501.357421622,-40.06501117,148.047648,FF
F-M,589334.1321443673,5564550.580561731,-40.06456869,148.0475382,FF
F-M,589325.5598166041,5564599.838915268,-40.06412587,148.0474309,FF
F-M,589317.1839726068,5564649.133793656,-40.0636827,148.0473259,FF
F-M,589308.8165224853,5564698.427446974,-40.06323954,148.047221,FF
F-M,589300.4404357425,5564747.7222958,-40.06279637,148.047116,FF
F-M,589292.0727429941,5564797.0159195755,-40.06235321,148.0470111,FF
F-M,589283.6964004618,5564846.309628891,-40.06191005,148.0469061,FF
F-M,589275.3284781475,5564895.604333068,-40.06146688,148.0468012,FF
F-M,589266.9604215012,5564944.897912533,-40.06102372,148.0466963,FF
F-M,589262.7517479938,5564994.656546508,-40.06057593,148.0466401,FF
F-M,589263.253342397,5565044.570709684,-40.06012624,148.0466391,FF
F-M,589272.7188294162,5565093.666783693,-40.05968297,148.0467433,FF
F-M,589284.344824558,5565142.233452301,-40.05924424,148.0468729,FF
F-M,589298.5907004026,5565190.160954311,-40.05881099,148.0470333,FF
F-M,589312.8367576454,5565238.089538977,-40.05837773,148.0471937,FF
F-M,589326.9724588494,5565286.049369404,-40.0579442,148.0473528,FF
F-M,589339.5095931942,5565334.4298412185,-40.05750705,148.0474931,FF
F-M,589350.7372331027,5565383.15207282,-40.05706696,148.047618,FF
F-M,589357.5044234929,5565432.666110202,-40.05662021,148.0476905,FF
F-M,589363.7183742651,5565482.27878976,-40.05617263,148.0477565,FF
F-M,589369.9238639897,5565531.891562179,-40.05572505,148.0478224,FF
F-M,589375.9420378429,5565581.528734718,-40.05527727,148.0478861,FF
F-M,589382.4797991121,5565631.09428864,-40.05483008,148.0479559,FF
F-M,589393.6473266291,5565679.728353583,-40.05439079,148.0480801,FF
F-M,589413.1699948122,5565725.759640933,-40.05397406,148.0483026,FF
F-M,589437.1629908275,5565769.617941769,-40.05357643,148.0485778,FF
F-M,589461.2750032175,5565813.418154412,-40.05317931,148.0488544,FF
F-M,589485.3958021868,5565857.2170817,-40.0527822,148.0491311,FF
F-M,589509.5083546481,5565901.017144529,-40.05238508,148.0494077,FF
F-M,589533.6296937792,5565944.815921952,-40.05198797,148.0496844,FF
F-M,589557.7427863075,5565988.615834967,-40.05159085,148.049961,FF
F-M,589581.9239816836,5566032.380459851,-40.05119404,148.0502384,FF
F-M,589606.1393445669,5566076.125737784,-40.0507974,148.0505162,FF
F-M,589630.3549783165,5566119.870940199,-40.05040076,148.050794,FF
F-M,589654.5708829315,5566163.6160671,-40.05000412,148.0510718,FF
F-M,589678.7870584062,5566207.361118484,-40.04960748,148.0513496,FF
F-M,589703.0035047375,5566251.106094354,-40.04921084,148.0516274,FF
F-M,589727.2116917811,5566294.851095486,-40.0488142,148.0519051,FF
F-M,589751.428679764,5566338.595920355,-40.04841756,148.0521829,FF
F-M,589774.5523470705,5566382.929737798,-40.04801573,148.0524478,FF
F-M,589797.642312058,5566427.277209062,-40.04761378,148.0527123,FF
F-M,589820.7325380838,5566471.6246116,-40.04721183,148.0529768,FF
F-M,589842.0332355086,5566516.849002905,-40.04680217,148.0532202,FF
F-M,589862.7488072561,5566562.353345618,-40.04639005,148.0534567,FF
F-M,589893.7447745046,5566601.325149755,-40.04603568,148.0538146,FF
F-M,589929.8833985366,5566635.7800093545,-40.04572145,148.0542334,FF
F-M,589963.3386823072,5566672.719806297,-40.04538512,148.0546204,FF
F-M,589991.9351081108,5566713.5934979925,-40.04501387,148.0549499,FF
F-M,590013.7968647995,5566758.505514188,-40.04460696,148.0551999,FF
F-M,590033.4104792954,5566804.47762128,-40.04419074,148.0554234,OO
F-M,590060.2736888303,5566846.614926481,-40.04380829,148.0557324,OO
F-M,590087.408569563,5566888.613488353,-40.04342706,148.0560446,OO
F-M,590114.5352126928,5566930.612056803,-40.04304583,148.0563567,OO
F-M,590141.6706798939,5566972.610429463,-40.0426646,148.0566689,OO
F-M,590166.0613949737,5567016.240943704,-40.04226896,148.0569487,OO
F-M,590182.2328165652,5567063.208234214,-40.04184414,148.0571317,OO
F-M,590182.3443825626,5567112.855002664,-40.0413969,148.0571261,OO
F-M,590168.7668674847,5567160.792630894,-40.04096652,148.0569603,OO
F-M,590152.1166653887,5567207.939666154,-40.04054359,148.0567586,OO
F-M,590134.9606385147,5567254.901719765,-40.04012238,148.056551,OO
F-M,590116.9387537502,5567301.538745938,-40.03970419,148.0563333,OO
F-M,590095.7686465243,5567346.779917279,-40.03929891,148.0560789,OO
F-M,590064.7093374449,5567385.569805802,-40.0389528,148.0557095,OO
F-M,590027.3110542872,5567418.689914241,-40.03865844,148.0552666,OO
F-M,589986.360468846,5567447.28495879,-40.03840522,148.0547827,OO
F-M,589944.0816089623,5567473.981688734,-40.03816924,148.0542835,OO
F-M,589901.8109996435,5567500.6791863665,-40.03793325,148.0537844,OO
F-M,589859.8183955133,5567527.820520568,-40.03769323,148.0532885,OO
F-M,589818.0254464295,5567555.274520424,-40.03745037,148.0527949,OO
F-M,589776.2407426956,5567582.729293357,-40.0372075,148.0523014,OO
F-M,589734.4557265511,5567610.182720387,-40.03696464,148.0518079,OO
F-M,589693.2174960251,5567638.442043889,-40.03671446,148.0513207,OO
F-M,589652.4132195474,5567667.346529741,-40.03645842,148.0508385,OO
F-M,589611.61716626,5567696.250689411,-40.03620238,148.0503564,OO
F-M,589576.6239060852,5567731.729025866,-40.0358865,148.0499414,OO
F-M,589548.3443796476,5567772.881695563,-40.03551879,148.0496043,OO
F-M,589528.0084916505,5567818.354397122,-40.03511132,148.0493597,OO
F-M,589516.4725424207,5567866.943756065,-40.03467484,148.0492178,FF
F-M,589508.0249939736,5567916.2204926405,-40.03423184,148.049112,FF
F-M,589500.6802275134,5567965.6773805795,-40.0337871,148.0490191,FF
F-M,589493.3439239506,5568015.137485402,-40.03334233,148.0489263,FF
F-M,589486.0844319169,5568064.6077729305,-40.03289746,148.0488344,FF
F-M,589478.8333647535,5568114.077947719,-40.03245259,148.0487426,FF
F-M,589471.5736581644,5568163.548210706,-40.03200772,148.0486507,FF
F-M,589464.313857342,5568213.019571359,-40.03156284,148.0485588,FF
F-M,589456.8829626348,5568262.464070036,-40.03111822,148.0484649,FF
F-M,589449.4519454141,5568311.907446137,-40.03067361,148.048371,FF
F-M,589442.012299355,5568361.352019957,-40.03022899,148.048277,FF
F-M,589434.5725306729,5568410.795471182,-40.02978438,148.048183,FF
F-M,589427.0984568759,5568460.233761652,-40.02933982,148.0480886,FF
F-M,589419.5558815373,5568509.661743121,-40.02889536,148.0479934,OO
F-M,589412.0131823011,5568559.088601771,-40.02845091,148.0478982,OO
F-M,589404.4703852813,5568608.516557484,-40.02800645,148.047803,OO
F-M,589396.918931583,5568657.943490742,-40.027562,148.0477077,FO
F-M,589389.6580057181,5568707.411396672,-40.02711715,148.0476158,FO
F-M,589382.7816839062,5568756.93693143,-40.02667174,148.0475284,FO
F-M,589375.9137926132,5568806.462354364,-40.02622633,148.0474411,FO
F-M,589370.1310310238,5568856.105996973,-40.02577974,148.0473665,FO
F-M,589367.9871421221,5568906.036544235,-40.02533018,148.0473345,OO
F-M,589367.593532481,5568956.034205491,-40.02487983,148.047323,OO
F-M,589367.1999174377,5569006.032972726,-40.02442947,148.0473115,OO
F-M,589366.8148171711,5569056.031635683,-40.02397911,148.0473001,OO
F-M,589367.5391174848,5569106.025022536,-40.02352868,148.0473017,OO
F-M,589367.6403754576,5569156.016849554,-40.02307833,148.047296,OO
F-M,589366.8199097567,5569206.010627724,-40.02262806,148.0472795,OO
F-M,589366.6651732067,5569256.008786348,-40.02217768,148.0472708,OO
F-M,589366.7152778631,5569306.008973237,-40.02172726,148.0472645,OO
F-M,589366.77390347,5569356.009055969,-40.02127684,148.0472583,OO
F-M,589366.8239829426,5569406.009235174,-40.02082642,148.047252,OO
F-M,589366.8825834804,5569456.009310226,-40.020376,148.0472458,OO
F-M,589366.9326247245,5569506.008371813,-40.01992559,148.0472395,OO
F-M,589366.9912001935,5569556.008439184,-40.01947517,148.0472333,OO
F-M,589366.9729454578,5569606.008295582,-40.01902476,148.0472262,OO
F-M,589366.9290754829,5569656.008449057,-40.01857435,148.0472188,OO
F-M,589366.8937256197,5569706.0084983595,-40.01812394,148.0472115,OO
F-M,589367.0290684836,5569756.008757505,-40.01767351,148.0472062,OO
F-M,589367.2668087475,5569806.0078091305,-40.01722308,148.0472021,OO
F-M,589367.5130729954,5569856.00675664,-40.01677265,148.0471981,OO
F-M,589367.7593402521,5569906.006810281,-40.01632221,148.0471941,OO
F-M,589368.0055844241,5569956.00575018,-40.01587178,148.0471901,OO
F-M,589368.2518316071,5570006.005796209,-40.01542134,148.0471861,OO
F-M,589368.3102737941,5570056.004715324,-40.01497093,148.0471799,OO
F-M,589368.2065366115,5570106.004426431,-40.01452053,148.0471718,OO
F-M,589368.1027978363,5570156.005243602,-40.01407012,148.0471637,OO
F-M,589367.9990313809,5570206.004946955,-40.01361972,148.0471556,OO
F-M,589367.8952502861,5570256.004646434,-40.01316932,148.0471475,OO
F-M,589367.7914545542,5570306.00434204,-40.01271892,148.0471394,OO
F-M,589368.7798760851,5570355.97343652,-40.01226868,148.0471441,OO
F-M,589373.786037549,5570405.714365313,-40.01182007,148.0471959,OO
F-M,589387.4017864336,5570453.7244835505,-40.01138614,148.0473488,OO
F-M,589408.819131282,5570498.787709461,-40.01097793,148.0475935,OO
F-M,589438.256660285,5570539.157458445,-40.01061115,148.0479328,OO
F-M,589472.9917411959,5570574.860121817,-40.01028585,148.0483348,OO
F-M,589511.3717481549,5570606.907500272,-40.00999309,148.04878,OO
F-M,589550.711072767,5570637.754489874,-40.00971104,148.0492366,OO
F-M,589590.3535725485,5570668.2236116715,-40.00943236,148.0496968,OO
F-M,589630.3999660362,5570698.169362135,-40.00915835,148.0501618,OO
F-M,589670.438140889,5570728.115006263,-40.00888434,148.0506267,OO
F-M,589710.4766321493,5570758.060443508,-40.00861033,148.0510916,OO
F-M,589750.5239750034,5570788.005573157,-40.00833632,148.0515566,OO
F-M,589790.5631122146,5570817.951706539,-40.0080623,148.0520215,OO
F-M,589830.6025658427,5570847.897633045,-40.00778828,148.0524864,OO
F-M,589870.6423358811,5570877.8433526745,-40.00751426,148.0529513,OO
F-M,589911.2620700002,5570906.996068433,-40.00724732,148.0534231,OO
F-M,589951.907355569,5570936.117190126,-40.00698066,148.0538952,OO
F-M,589992.5529670746,5570965.239208477,-40.00671399,148.0543673,OO
F-M,590033.1988913984,5570994.361013548,-40.00644732,148.0548394,OO
F-M,590073.8365930818,5571023.482706417,-40.00618065,148.0553114,OO
F-M,590114.4831429963,5571052.604084975,-40.00591398,148.0557835,OO
F-M,590155.1300188787,5571081.726360196,-40.0056473,148.0562556,OO
F-M,590195.7771154528,5571110.840652583,-40.00538069,148.0567277,OO
F-M,590236.4497233382,5571139.920019897,-40.00511439,148.0572001,OO
F-M,590277.1226569739,5571169.000283604,-40.00484808,148.0576725,OO
F-M,590317.7958900151,5571198.079223831,-40.00458178,148.0581449,OO
F-M,590358.4694356293,5571227.157950521,-40.00431548,148.0586173,OO
F-M,590399.1433069988,5571256.237573608,-40.00404917,148.0590897,OO
F-M,590439.8176097161,5571285.326972583,-40.00378277,148.0595621,OO
F-M,590480.4752327523,5571314.423020697,-40.00351631,148.0600343,OO
F-M,590521.1331948154,5571343.521075328,-40.00324983,148.0605065,OO
F-M,590561.7999921567,5571372.617705049,-40.00298336,148.0609788,OO
F-M,590602.4585663034,5571401.714222989,-40.00271689,148.061451,OO
F-M,590643.1260022145,5571430.8115358045,-40.00245041,148.0619233,OO
F-M,590683.6927086271,5571460.026399527,-40.00218288,148.0623944,OO
F-M,590723.4029161766,5571490.413537487,-40.00190488,148.0628553,OO
F-M,590762.6593428028,5571521.379808548,-40.00162171,148.0633108,OO
F-M,590800.6283276157,5571553.890961211,-40.00132476,148.063751,OO
F-M,590838.0841574268,5571587.013060842,-40.00102236,148.0641851,OO
F-M,590875.5403126762,5571620.134979896,-40.00071996,148.0646192,OO
F-M,590912.9968066227,5571653.257828315,-40.00041755,148.0650533,OO
F-M,590950.445076531,5571686.3794882735,-40.00011515,148.0654873,OO
F-M,590987.8769444218,5571719.530030261,-39.99981249,148.0659211,OO
F-M,591025.2923308035,5571752.702794905,-39.99950963,148.0663547,OO
F-M,591062.6994931068,5571785.874371629,-39.99920678,148.0667882,OO
F-M,591100.1155305161,5571819.046776002,-39.99890392,148.0672218,OO
F-M,591137.5233570491,5571852.219102474,-39.99860106,148.0676553,OO
F-M,591174.9400454768,5571885.391146577,-39.9982982,148.0680889,OO
F-M,591212.3485229493,5571918.563112865,-39.99799534,148.0685224,OO
F-M,591249.7573258686,5571951.734899084,-39.99769248,148.0689559,OO
F-M,591287.1664675515,5571984.907615169,-39.99738961,148.0693894,OO
F-M,591324.5844579567,5572018.078938789,-39.99708675,148.069823,OO
F-M,591361.9942505722,5572051.251294699,-39.99678388,148.0702565,OO
F-M,591399.4043686349,5572084.423470545,-39.99648101,148.07069,OO
F-M,591436.8148121424,5572117.595466325,-39.99617814,148.0711235,OO
F-M,591474.225581094,5572150.767282043,-39.99587527,148.071557,OO
F-M,591511.6366888296,5572183.940027634,-39.99557239,148.0719905,OO
F-M,591549.0481086631,5572217.111483228,-39.99526952,148.072424,OO
F-M,591586.6324481044,5572250.434984751,-39.99496526,148.0728595,OO
K-F,252543.18261065672,5577951.231368651,-39.91240975,144.1049272,FF
K-F,252513.4490681001,5577991.429348112,-39.91203935,144.104595,FF
K-F,252485.82310080744,5578032.86472951,-39.91165843,144.1042879,FF
K-F,252465.1331161193,5578078.385836415,-39.91124277,144.1040634,FF
K-F,252443.00329904835,5578123.173379151,-39.91083329,144.1038218,FF
K-F,252418.549310446,5578166.787455741,-39.91043369,144.1035526,FF
K-F,252387.92684885382,5578205.852663961,-39.91007322,144.1032096,FF
K-F,252349.67909773212,5578238.054561487,-39.90977228,144.10277489999999,FF
K-F,252311.1101885422,5578269.858014899,-39.90947483,144.1023363,FF
K-F,252271.85744195487,5578300.835609855,-39.90918461,144.1018894,FF
K-F,252232.64578760616,5578331.855480068,-39.90889402,144.101443,FF
K-F,252194.96555294708,5578364.725249648,-39.90858723,144.1010152,FO
K-F,252173.6332602817,5578407.285463597,-39.90819802,144.1007821,FO
K-F,252165.66595822823,5578456.524353045,-39.90775262,144.1007077,FO
K-F,252153.7708492729,5578503.374096001,-39.90732757,144.1005865,FO
K-F,252123.68528019148,5578543.219350286,-39.90696023,144.1002501,FO
K-F,252084.89187709053,5578574.481116293,-39.90666758,144.0998087,FF
K-F,252039.25295906264,5578594.896047776,-39.90647053,144.0992832,FF
K-F,251993.885302252,5578615.909651678,-39.90626817,144.0987611,FF
K-F,251957.26666686777,5578648.695140745,-39.90596244,144.0983457,FF
K-F,251924.10852211318,5578686.122727689,-39.90561595,144.0979725,FF
K-F,251890.95861185924,5578723.550461786,-39.90526946,144.0975994,FF
K-F,251859.87492883473,5578762.437762894,-39.90491044,144.097251,FF
K-F,251835.8111021617,5578806.265298569,-39.90450902,144.0969865,FF
K-F,251811.74705813287,5578850.091658342,-39.90410761,144.096722,FF
K-F,251787.67421073225,5578893.917674165,-39.9037062,144.0964574,FF
K-F,251763.6096236109,5578937.745012529,-39.90330478,144.0961929,FF
K-F,251739.544819152,5578981.571174994,-39.90290337,144.0959284,FF
K-F,251714.32823800828,5579024.749683756,-39.90250745,144.0956502,FF
K-F,251688.76871551803,5579067.674699788,-39.90211371,144.0953679,FF
K-F,251655.01714209188,5579104.5708190305,-39.90177182,144.0949876,FF
K-F,251621.2738015947,5579141.46708065,-39.90142993,144.0946074,FF
K-F,251587.53010777102,5579178.364316496,-39.90108803,144.0942272,FF
K-F,251551.63095119287,5579213.10307327,-39.90076492,144.093821,FF
K-F,251514.80276196304,5579246.922374751,-39.90044981,144.0934036,FF
K-F,251476.9338975281,5579279.570747473,-39.90014493,144.0929736,FF
K-F,251434.9993404925,5579306.689947609,-39.89988861,144.092494,FF
K-F,251392.52362704554,5579333.070062185,-39.89963878,144.0920078,FF
K-F,251350.05616274875,5579359.450231809,-39.89938895,144.0915217,FF
K-F,251307.57981054555,5579385.831009359,-39.89913911,144.0910355,FF
K-F,251262.88886305565,5579407.141777195,-39.89893424,144.0905215,FF
K-F,251213.62181649375,5579411.542177828,-39.89888019,144.0899476,FF
K-F,251163.644818198,5579409.88797977,-39.89888041,144.0893631,FF
K-F,251113.70287370498,5579407.421110763,-39.89888795,144.0887787,FF
K-F,251063.84142741462,5579407.209187364,-39.89887522,144.0881961,FF
K-F,251014.2500477584,5579413.409186556,-39.89880487,144.0876191,FF
K-F,250965.3213643827,5579423.691271425,-39.89869798,144.0870514,FF
K-F,250916.38401190346,5579433.971659539,-39.8985911,144.0864836,FF
K-F,250867.65105418576,5579445.0652395245,-39.898476960000004,144.0859185,FF
K-F,250819.29245739782,5579457.795501324,-39.8983482,144.0853584,FF
K-F,250774.20798010973,5579477.46372483,-39.89815797,144.0848392,FF
K-F,250736.21817842155,5579509.219084641,-39.89786106,144.0844075,FF
K-F,250713.41706764934,5579553.1694362415,-39.89745888,144.0841579,FF
K-F,250697.10704631955,5579600.435749255,-39.89702877,144.0839854,FF
K-F,250680.80544078667,5579647.701202924,-39.89659867,144.083813,FF
K-F,250664.4950769394,5579694.967458765,-39.89616856,144.0836405,FF
K-F,250640.89470821424,5579738.202517987,-39.89577258,144.0833813,FF
K-F,250608.28378324656,5579775.830908103,-39.8954244,144.0830147,FF
K-F,250567.89267810906,5579805.301125854,-39.89514734,144.0825541,FF
K-F,250526.47351297716,5579833.216138489,-39.89488397,144.0820809,FF
K-F,250483.5528060934,5579858.872535559,-39.89464048,144.0815893,FF
K-F,250437.00595944547,5579876.563046271,-39.8944676,144.0810523,FF
K-F,250388.44042973686,5579888.441696182,-39.89434642,144.0804895,FF
K-F,250340.46388574393,5579902.197459838,-39.89420852,144.0799343,FF
K-F,250297.95457934606,5579928.066392002,-39.89396323,144.0794476,FF
K-F,250256.7431330141,5579956.381388841,-39.89369631,144.078977,FO
K-F,250215.53992716785,5579984.69645635,-39.89342939,144.0785065,FO
K-F,250173.65856541874,5580012.013376758,-39.89317125,144.0780277,FO
K-F,250128.58069277418,5580033.413172464,-39.89296541,144.0775093,FO
K-F,250082.7919200776,5580053.509188318,-39.89277109,144.0769821,FO
K-F,250036.55160885325,5580072.48549577,-39.89258671,144.0764492,FO
K-F,249989.7800798601,5580090.161662049,-39.89241387,144.0759096,FO
K-F,249943.00828031168,5580107.838661768,-39.89224102,144.07537,FO
K-F,249896.2447979532,5580125.515665027,-39.89206817,144.0748305,FO
K-F,249849.472530029,5580143.192111397,-39.89189532,144.0742909,FO
K-F,249802.7000279094,5580160.868281068,-39.89172247,144.0737513,FO
K-F,249755.92725518893,5580178.545284181,-39.89154961,144.0732117,FO
K-F,249709.1542482578,5580196.222010596,-39.89137675,144.0726721,FO
K-F,249662.38955861967,5580213.898740817,-39.89120389,144.0721326,FO
K-F,249615.6160832898,5580231.574913892,-39.89103103,144.071593,OO
K-F,249568.8423373222,5580249.251920412,-39.89085816,144.0710534,OO
K-F,249522.0683571312,5580266.928650238,-39.89068529,144.0705138,OO
K-F,249475.3026943096,5580284.605384078,-39.89051242,144.0699743,OO
K-F,249428.52824569232,5580302.28156057,-39.89033955,144.0694347,OO
K-F,249381.76207803763,5580319.958851321,-39.89016667,144.0688952,FO
K-F,249334.98712453188,5580337.635584622,-39.88999379,144.0683556,FO
K-F,249288.22048846967,5580355.312322144,-39.88982091,144.0678161,OO
K-F,249241.48421414802,5580373.099810959,-39.88964704,144.067277,OO
K-F,249194.78805544518,5580390.961698042,-39.88947251,144.0667384,OO
K-F,249153.9559581198,5580418.981440592,-39.88920831,144.0662722,OO
K-F,249127.04193193672,5580461.122412578,-39.88882116,144.065974,OO
K-F,249100.5811081527,5580503.531593728,-39.88843173,144.0656812,OO
K-F,249075.08545076902,5580546.5214358615,-39.88803736,144.0653999,OO
K-F,249047.15658126245,5580587.996471571,-39.8876559,144.0650896,OO
K-F,249019.23597853447,5580629.471698166,-39.88727444,144.0647794,OO
K-F,248990.22730907865,5580670.180911499,-39.88689955,144.0644562,OO
K-F,248960.35661255138,5580710.279342648,-39.8865299,144.0641227,OO
K-F,248930.49413330894,5580750.379060881,-39.88616024,144.0637893,FF
K-F,248901.55954127022,5580791.15156373,-39.8857848,144.063467,FF
K-F,248872.86701097374,5580832.104200371,-39.88540781,144.0631476,OO
K-F,248844.18274232495,5580873.057022706,-39.88503082,144.0628283,OO
K-F,248815.64894706814,5580914.111397188,-39.88465296,144.0625108,OO
K-F,248787.17319462216,5580955.214273177,-39.88427468,144.062194,OO
K-F,248758.6892582983,5580996.2967910115,-39.88389658,144.0618771,OO
K-F,248718.17791553543,5581025.609834694,-39.88362082,144.0614152,OO
K-F,248671.7782223144,5581042.10506298,-39.88345865,144.0608796,OO
K-F,248623.15764718558,5581053.755888766,-39.88333941,144.0603162,OO
K-F,248574.07885634928,5581063.196417573,-39.88323992,144.0597466,OO
K-F,248524.82234310807,5581071.789497626,-39.883148,144.0591746,OO
K-F,248475.5656584016,5581080.383375427,-39.88305607,144.0586026,OO
K-F,248426.3088387894,5581088.976940833,-39.88296414,144.0580306,OO
K-F,248377.05188426864,5581097.570193846,-39.88287221,144.0574586,OO
K-F,248327.46075034843,5581100.71318022,-39.88282922,144.0568806,OO
K-F,248277.52809981912,5581098.112246905,-39.88283781,144.0562964,OO
K-F,248227.67578430567,5581094.373389649,-39.88285666,144.0557127,OO
K-F,248177.81497562956,5581090.632812602,-39.88287552,144.0551289,OO
K-F,248127.95415312366,5581086.89301806,-39.88289437,144.0545451,OO
K-F,248078.0933167589,5581083.15400602,-39.88291321,144.0539613,OO
K-F,248028.21735511188,5581079.614209811,-39.88293025,144.0533774,OO
K-F,247978.31708220544,5581077.589168257,-39.88293365,144.0527938,OO
K-F,247928.96723277087,5581085.601938755,-39.88284689,144.0522205,OO
K-F,247879.6087394963,5581093.613002745,-39.88276014,144.0516471,OO
K-F,247830.2039929861,5581100.946525414,-39.88267947,144.0510729,OO
K-F,247780.2039960705,5581100.896230477,-39.88266506,144.0504889,OO
K-F,247730.2040101933,5581100.844498227,-39.88265066,144.0499049,OO
K-F,247680.20396198952,5581100.793548949,-39.88263625,144.0493209,OO
K-F,247630.2038514342,5581100.74338264,-39.88262183,144.0487369,OO
K-F,247580.20375192177,5581100.691779014,-39.88260742,144.0481529,OO
K-F,247530.23726162617,5581098.846116967,-39.88260916,144.0475686,OO
K-F,247480.28527058178,5581096.820566616,-39.88261252,144.0469844,OO
K-F,247430.82618129178,5581092.577163313,-39.88263598,144.0464051,OO
K-F,247384.8483213085,5581072.915153349,-39.88279921,144.0458605,OO
K-F,247338.8792701916,5581053.2520279735,-39.88296245,144.045316,OO
K-F,247292.9104018555,5581033.589724517,-39.88312568,144.0447715,OO
K-F,247246.94175304513,5581013.927132832,-39.88328891,144.044227,OO
K-F,247200.9647712459,5580994.263969699,-39.88345214,144.0436824,OO
K-F,247153.66370920534,5580978.135243806,-39.88358317,144.0431237,OO
K-F,247105.619369492,5580967.3905921485,-39.88366553,144.0425584,FO
K-F,247055.85419045272,5580972.14992867,-39.88360787,144.041979,FO
K-F,247006.08040806054,5580976.907550416,-39.88355022,144.0413995,FO
K-F,246956.3065012181,5580981.665961003,-39.88349256,144.04082,FO
K-F,246906.5329851876,5580986.409618397,-39.88343503,144.0402405,FO
K-F,246856.71999392693,5580990.791565674,-39.88338074,144.0396604,OO
K-F,246806.90674167732,5580994.404119099,-39.88333337,144.03908,OO
K-F,246757.02958873948,5580990.907037425,-39.88334995,144.0384961,OO
K-F,246707.70230572709,5580983.998190108,-39.88339739,144.0379173,OO
K-F,246659.2778545134,5580971.557690834,-39.88349487,144.0373469,OO
K-F,246612.42299944494,5580954.136691803,-39.88363763,144.0367929,OO
K-F,246565.63539309206,5580936.500903966,-39.88378234,144.0362396,OO
K-F,246518.84794686173,5580918.865929155,-39.88392704,144.0356863,OO
K-F,246472.06069760345,5580901.230657218,-39.88407174,144.035133,OO
K-F,246425.2736453155,5580883.59508816,-39.88421644,144.0345797,OO
K-F,246378.48679000037,5580865.959221976,-39.88436114,144.0340264,OO
K-F,246331.70009477224,5580848.324168813,-39.88450583,144.0334731,OO
K-F,246284.9976153483,5580830.479338736,-39.88465243,144.0329207,OO
K-F,246238.29577810806,5580812.620890684,-39.88479915,144.0323683,OO
K-F,246191.59414035713,5580794.762146412,-39.88494587,144.0318159,OO
K-F,246145.10775412119,5580776.357904217,-39.88509756,144.0312658,OO
K-F,246098.78066209456,5580757.546339358,-39.88525296,144.0307174,OO
K-F,246052.7958828983,5580737.973456982,-39.88541531,144.0301727,OO
K-F,246008.04934138397,5580715.673040811,-39.88560257,144.0296414,OO
K-F,245962.96211858606,5580694.097846501,-39.8857832,144.0291064,OO
K-F,245916.7570616005,5580674.98909109,-39.8859413,144.0285593,OO
K-F,245867.7580224354,5580667.802131386,-39.88599129,144.0279842,OO
K-F,245817.87306402213,5580664.338477428,-39.88600751,144.0274002,OO
K-F,245767.99667673436,5580660.874780477,-39.88602373,144.0268163,OO
K-F,245718.11171916235,5580657.411581048,-39.88603994,144.0262323,OO
K-F,245668.2159795182,5580654.272217144,-39.88605323,144.0256483,OO
K-F,245618.2329240324,5580652.98228817,-39.88604985,144.025064,OO
K-F,245568.24982189288,5580651.6931415815,-39.88604646,144.0244797,OO
K-F,245518.26667307244,5580650.404777382,-39.88604306,144.0238954,OO
K-F,245468.2835515902,5580649.114975269,-39.88603967,144.0233111,OO
K-F,245418.32958503376,5580650.800992887,-39.88600951,144.0227283,OO
K-F,245368.37700940686,5580652.956848634,-39.88597512,144.0221457,FF
K-F,245318.4243421772,5580655.113489308,-39.88594072,144.0215631,FF
K-F,245268.72020141975,5580660.083237787,-39.88588108,144.0209845,FF
